Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Lat","Lon"
"Rebuffat's Arete","Redgarden - Lumpe to the top > Redgarden Wall > Eldorado Canyon State Park > Boulder > Colorado",https://www.mountainproject.com/route/108095626/rebuffats-arete,3.7,-1,Trad,5.7,1,190,39.93228,-105.28671
"Seams to Me","Eagle Lake Cliff > Eagle Creek Canyon > West Shore > Lake Tahoe > California",https://www.mountainproject.com/route/105879356/seams-to-me,3.8,-1,Trad,5.10c,1,,38.93997,-120.12315
"No Place Like Home","Emerald City > Natural Bridge Region > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105870227/no-place-like-home,3.8,-1,Sport,5.11c,1,100,37.75195,-83.66364
Medussa,"Tower One > Hellgate Cliffs > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105949830/medussa,3.8,-1,Sport,5.11b/c,1,80,40.59015,-111.64812
"Kor's Flake","Sundance Buttress > Lumpy Ridge > Estes Park Valley > Colorado",https://www.mountainproject.com/route/105749071/kors-flake,3.5,-1,Trad,5.7+,6,800,40.41269,-105.5516
Thoroughfare,"08: Two Pines Buttress > East Bluff 04 - East Rampart > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/105731057/thoroughfare,3.8,-1,"Trad, TR",5.11a,1,50,43.41367,-89.7134
"Joy of Heresy","The Ark > Mecca > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/106537631/joy-of-heresy,3.8,-1,Sport,5.11d,1,100,44.13754,-107.23263
Mellifluous,"A) Fern Point > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/105949347/mellifluous,3.8,-1,Trad,5.11a,1,90,38.05598,-81.06313
"An Act of Strange Boar","Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107527007/an-act-of-strange-boar,3.8,-1,Trad,5.10d,1,100,47.82537,-121.5584
"Easy Skankin'","Anti-Phil Wall > Rifle Mountain Park > Rifle > Colorado",https://www.mountainproject.com/route/105753376/easy-skankin,3.8,-1,Sport,5.12b,1,,39.71897,-107.69163
Vasodilator,"Right Gully > Blob Rock > Blob Rock Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105750214/vasodilator,3.9,-1,Sport,5.13a,1,,40.00278,-105.38856
"The Martyr","Saint Peter's Overlook > Old Stage Road > Colorado Springs > Colorado",https://www.mountainproject.com/route/105756922/the-martyr,3.8,-1,Trad,5.9+,2,300,38.74613,-104.91559
"Spring Break","Sunnyside Crags > 09-Icebox Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732887/spring-break,3.8,-1,Trad,5.11+,1,70,36.145,-115.49403
"Vertical Smile","Summit Wall > Lone Peak Cirque > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105741782/vertical-smile,3.8,-1,"Trad, Alpine",5.10a,1,,40.52645,-111.75527
"Diamond in the Crack","Jewel Pinnacle > Northern Gorge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105854135/diamond-in-the-crack,3.8,-1,Trad,5.6,2,120,37.83208,-83.61244
"The Beast Flake","The Prow Area > *Cathedral Ledge > New Hampshire",https://www.mountainproject.com/route/105919971/the-beast-flake,3.8,-1,Trad,5.9,1,120,44.06298,-71.1656
Werepig,"Monster Wall > Upper East Fork (UEF) > Jemez Mountains and Jemez Valley > New Mexico",https://www.mountainproject.com/route/106383036/werepig,3.8,-1,Sport,5.11c,1,80,35.8202,-106.5173
"Reptile Tears","The Brown Wall > Thunder Ridge > West Creek > South Platte > Colorado",https://www.mountainproject.com/route/106126019/reptile-tears,3.8,-1,Trad,5.10+,1,100,39.1994,-105.21801
"Whip Tide","Waimea > *Rumney > New Hampshire",https://www.mountainproject.com/route/105868994/whip-tide,3.8,-1,Sport,5.12b,1,75,43.80386,-71.84091
"The Fin Arete","Upper Fin > The Fin > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105741425/the-fin-arete,3.8,-1,Trad,"5.10b R",3,400,40.57399,-111.76119
Predator,"Orange Crush > *Rumney > New Hampshire",https://www.mountainproject.com/route/105884551/predator,3.9,-1,Sport,5.13b,1,,43.80293,-71.83513
"Max Factor","Nautilus > Vedauwoo > Wyoming",https://www.mountainproject.com/route/105751717/max-factor,3.8,-1,Trad,5.11c,2,,41.15478,-105.37467
"Freaky Stylee","B) Party Buttress > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106293356/freaky-stylee,3.8,-1,Sport,5.12a,1,70,38.05569,-81.06276
"The Hitchhiker","South Early Winters Spire > Liberty Bell Group > Washington Pass > North Cascades > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/108294579/the-hitchhiker,3.7,-1,"Trad, Alpine",5.11-,9,900,48.51216,-120.65513
"Crest Jewel (and Crest Jewel Direct)","J. North Dome > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105862890/crest-jewel-and-crest-jewel-direct,3.7,-1,"Trad, Sport","5.10 R",15,,37.75783,-119.56211
"West Ridge","Prusik Peak > Stuart-Enchantments > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/105808527/west-ridge,3.5,-1,"Trad, Alpine",5.7,4,400,47.48786,-120.78373
Liposuction,"Sex Cave > Reimers Ranch > Austin Area > Texas",https://www.mountainproject.com/route/105865349/liposuction,3.8,-1,Sport,5.12a,1,40,30.3631,-98.1237
"Buster Brown","Dude's Throne > Golden Gate Canyon SP > Golden > Colorado",https://www.mountainproject.com/route/107725723/buster-brown,3.8,-1,"Sport, TR",5.13a,1,80,39.86231,-105.41224
"Super Best Friends","The Solarium > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106852348/super-best-friends,3.8,-1,Sport,5.12b,1,95,37.73372,-83.63884
"Kor-Ingalls Route","Castleton Tower > Castle Valley > Southeast Utah > Utah",https://www.mountainproject.com/route/105717289/kor-ingalls-route,3.4,-1,Trad,5.9+,4,,38.651,-109.3678
"The West Face","North Early Winter Spire > Liberty Bell Group > Washington Pass > North Cascades > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/105847147/the-west-face,3.8,-1,"Trad, Alpine",5.11-,6,500,48.51291,-120.65557
"The Flying Buttress","Mt. Meeker > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/105756781/the-flying-buttress,3.7,-1,"Trad, Alpine",5.10,6,,40.2486,-105.604
"O'Kelley's Crack","Rusty Wall > Echo Rock Area > Central Joshua Tree > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722353/okelleys-crack,3.7,-1,Trad,5.11a,1,60,34.03212,-116.17216
"Wages of Skin","Gong Show Wall > Rock Creek > Mammoth Lakes Area > Sierra Eastside > California",https://www.mountainproject.com/route/106097731/wages-of-skin,3.8,-1,Trad,5.10+,1,110,37.5096,-118.7179
"McTech Arete","Crescent Spire > The Bugaboos > Purcell Mountains > Columbia Mountains > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105872943/mctech-arete,3.7,-1,"Trad, Alpine",5.10-,6,500,50.74999,-116.7767
"A Brief History of Climb","The Gallery > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106125070/a-brief-history-of-climb,3.7,-1,Sport,5.10b,1,75,37.65292,-83.71772
Turnkorner,"Sundance Buttress > Lumpy Ridge > Estes Park Valley > Colorado",https://www.mountainproject.com/route/105750163/turnkorner,3.8,-1,Trad,5.10b,7,,40.41269,-105.5516
"Cosmic Wall","The Ogre aka Mt. Hubris > Castle Crags > Northeast California > California",https://www.mountainproject.com/route/105735809/cosmic-wall,3.6,-1,Trad,"5.6 R",6,950,41.17689,-122.33692
"Johnny Cat","Cat Wall > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105883364/johnny-cat,3.8,-1,Trad,5.11+,1,50,38.09105,-109.56277
"Reppys Crack","4. Moby Grape Area > *Cannon Cliff > New Hampshire",https://www.mountainproject.com/route/110887591/reppys-crack,3.7,-1,"Trad, Alpine",5.8,1,100,44.15838,-71.6846
"Moby Dick","Moby Dick and Pterodactyl Terrace > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105870188/moby-dick,3.7,-1,Trad,5.10a,1,150,37.72875,-119.63724
"West Crack","West Face > Daff Dome > Daff Area > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105859422/west-crack,3.6,-1,Trad,5.9,5,430,37.8795,-119.41345
"The Ceiling","d. Strictly - The Ceiling > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799687/the-ceiling,3.5,-1,Trad,5.6,3,275,41.73894,-74.18478
Bongeater,"Bongeater Buttress > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105741173/bongeater,3.7,-1,Trad,5.10d,1,80,40.5747,-111.7734
"Northeast Ridge","Sharkstooth > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/105750940/northeast-ridge,3.5,-1,"Trad, Alpine",5.6,5,,40.2808,-105.674
"Welcome to the Gunks","e. The Mac Wall (Something Interesting) > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799065/welcome-to-the-gunks,3.8,-1,Trad,"5.10b PG13",1,95,41.73936,-74.18421
"The Drifter","Drifter Wall > Century Lake Area > Malibu Creek State Park > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/106734983/the-drifter,3.8,-1,Sport,5.12a,1,60,34.0982,-118.7334
Khaleesi,"The Grail > Lime Kiln Canyon > The Arizona Strip > Northern Arizona > Arizona",https://www.mountainproject.com/route/112259660/khaleesi,3.8,-1,Sport,5.11c,1,115,36.65703,-114.00822
"Strawberry Fields","Reflector Oven > Old Rag > Shenandoah National Park > Shenandoah & NW VA Region > Virginia",https://www.mountainproject.com/route/105898326/strawberry-fields,3.8,-1,Trad,5.9+,1,65,38.55,-78.3089
"Quadrophenia AKA Bara Bara","Hurricane Crag > C: Keene Region > Adirondacks > New York",https://www.mountainproject.com/route/106197345/quadrophenia-aka-bara-bara,3.8,-1,Trad,"5.7+ PG13",4,350,44.21541,-73.69944
"The Crusher","Orange Crush > *Rumney > New Hampshire",https://www.mountainproject.com/route/106200868/the-crusher,3.8,-1,Sport,5.11d,1,80,43.80293,-71.83513
"Traveler Buttress","Main Wall > Main Formation > Lover's Leap > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105812520/traveler-buttress,3.7,-1,Trad,5.9,4,500,38.80006,-120.13522
"Risky Business","Dark Shadows Wall > Mescalito > 10-Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732866/risky-business,3.8,-1,Trad,"5.10c R",4,400,36.12399,-115.49506
"Original Route","The Mace > Cathedral Rock Area > Sedona > Sedona Area > Northern Arizona > Arizona",https://www.mountainproject.com/route/105788086/original-route,3.6,-1,Trad,5.9+,5,400,34.81836,-111.7913
"Check Your Grip","Drive-By Crag > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106081909/check-your-grip,3.8,-1,Sport,5.12a,1,80,37.65292,-83.72495
"Animal Magnetism","Upper Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105753505/animal-magnetism,3.8,-1,Sport,5.11c,1,110,39.99846,-105.41397
"Fiddler on the Roof","Black Velvet Wall > 16-Black Velvet Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732248/fiddler-on-the-roof,3.6,-1,Trad,5.10+,7,500,36.03518,-115.46652
"CCK Direct","h. The Arrow Wall - CCK > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105801940/cck-direct,3.8,-1,Trad,"5.9 PG13",2,240,41.74396,-74.17964
Polygrip,"Broken Tooth > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105718111/polygrip,3.8,-1,Trad,5.11+,1,100,38.10072,-109.56618
"Center Thumb","South Summit Wall > Lone Peak Cirque > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105741161/center-thumb,3.8,-1,"Trad, Alpine",5.9,5,550,40.52551,-111.7558
Monkeyfinger,"Temple of Sinawava > Zion National Park > Southwest Utah > Utah",https://www.mountainproject.com/route/105717820/monkeyfinger,3.7,-1,Trad,5.12,9,900,37.28494,-112.94922
"Imaginary Voyage","Imaginary Voyage Formation > Lost Horse Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722548/imaginary-voyage,3.8,-1,Trad,5.10d,1,80,34.02016,-116.17995
"4 x 4","4X4 > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105718387/4-x-4,3.8,-1,Trad,5.11-,1,80,38.0733,-109.5813
Singapore,"Window Rock - West > Window Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105945642/singapore,3.8,-1,Trad,"5.11a PG13",1,,42.08533,-113.72273
Wondertwins,"The Main Wall > Trout Creek > Central Oregon > Oregon",https://www.mountainproject.com/route/106551868/wondertwins,3.8,-1,Trad,5.10,1,70,44.80197,-121.10859
"Top Sirloin","2nd Meat Wall > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105718297/top-sirloin,3.8,-1,Trad,5.11,1,115,38.1302,-109.5862
"Air Show","Circus Wall > Sentinel Buttress > Moore's Wall (Routes) > Moore's Wall > 3. Piedmont Region > North Carolina",https://www.mountainproject.com/route/106337238/air-show,3.8,-1,Trad,5.8+,2,180,36.3973,-80.2861
"Center Route","Rincon - Center Route & R > Rincon > Eldorado Canyon State Park > Boulder > Colorado",https://www.mountainproject.com/route/105750400/center-route,3.8,-1,Trad,5.11a/b,3,,39.93423,-105.28939
"Direct Petzoldt Ridge","Grand Teton > Grand Teton National Park > Wyoming",https://www.mountainproject.com/route/105803717/direct-petzoldt-ridge,3.7,-1,"Trad, Alpine",5.7,6,,43.74092,-110.80253
"Medicine Man","Sentinel Spire > Colorado National Monument > Grand Junction Area > Colorado",https://www.mountainproject.com/route/105761043/medicine-man,4.0,-1,Trad,5.12a,4,,39.10295,-108.72594
"Mexican Crack","Crescent Crack Buttress > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105740603/mexican-crack,3.7,-1,Trad,5.10a,1,90,40.5733,-111.771
"Crimson King","The Confluence > Zion National Park > Southwest Utah > Utah",https://www.mountainproject.com/route/106775128/crimson-king,3.8,-1,Trad,5.11c,1,90,37.21192,-112.97002
Directissima,"i. High E > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799563/directissima,3.7,-1,Trad,5.9,2,120,41.74421,-74.179
"Upper Diagonal","05: Pedestal Buttress > East Bluff 04 - East Rampart > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/105730598/upper-diagonal,3.8,-1,"Trad, TR",5.9,1,,43.41359,-89.71252
"King Me","Eastern Sky Bridge Ridge > Northern Gorge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105964688/king-me,3.8,-1,Sport,5.11b,1,90,37.81596,-83.58104
"Marshall's Madness - Crack of Dawn","South Peak West Face (Main Area) > South Peak - West Face > Seneca Rocks > West Virginia",https://www.mountainproject.com/route/105910406/marshalls-madness-crack-of-dawn,3.7,-1,Trad,5.10a,2,200,38.83453,-79.36677
"Japanese Gardens","(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105791008/japanese-gardens,3.7,-1,Trad,5.11+,4,200,47.81847,-121.57139
"Winter Heat","Winter Heat Wall > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105934922/winter-heat,3.8,-1,Trad,5.11,1,100,36.16876,-115.42245
"The Fracture","East Face > Sugarloaf > Sugarloaf Area > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105875824/the-fracture,3.7,-1,Trad,5.10d,1,,38.77622,-120.30784
"From Chocolate to Morphine","Faulty Tower > Central Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105880524/from-chocolate-to-morphine,3.8,-1,Sport,5.11d,1,110,37.51367,-118.57129
"CMC Route","Mount Moran > Grand Teton National Park > Wyoming",https://www.mountainproject.com/route/105823529/cmc-route,3.6,-1,"Trad, Alpine",5.5,5,1000,43.835,-110.776
"Bombs over Tokyo (1st pitch)","West Face > Daff Dome > Daff Area > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/106141398/bombs-over-tokyo-1st-pitch,3.8,-1,Trad,5.10c,1,105,37.8795,-119.41345
"Over the Hill","Rincon - L of Center Route > Rincon > Eldorado Canyon State Park > Boulder > Colorado",https://www.mountainproject.com/route/105756796/over-the-hill,3.7,-1,Trad,5.10b,2,,39.93435,-105.28993
Betagraphic,"The Betagraph > Logan Canyon > Cache Valley > Northern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106166165/betagraphic,3.8,-1,"Sport, TR",5.11c,1,,41.80111,-111.63692
"Modern Times","h. The Arrow Wall - CCK > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799085/modern-times,3.7,-1,Trad,5.8+,2,250,41.74396,-74.17964
Cerberus,"Tricouni Nail/Cerberus > Tenpins/Switchbacks > Custer State Park > South Dakota",https://www.mountainproject.com/route/105714761/cerberus,3.8,-1,Trad,5.8,1,70,43.84004,-103.53593
"Goodro's Wall","Storm Mountain Island > Storm Mountain Picnic Area > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105739892/goodros-wall,3.7,-1,Trad,5.10c,1,,40.6239,-111.7446
